91733.jpg	いやーかわいいですねえ。
91734.jpg	さあ覚えてねーな…
91735.jpg	そーいやこいつ、いつもボロクソだったっけ…
91737.jpg	ヒーローだからだッ!!
91738.jpg	だから棄権してくれ！
91739.jpg	今日はオレのファンの子供たちがたくさん来てる…
9174.jpg	兄さんひどい顔･･････
91741.jpg	おまえの対戦相手だよ。
91743.jpg	覚えてないか？
91744.jpg	そう…オレは…
91745.jpg	いや、だって…
91746.jpg	まじめな話さ…
91747.jpg	棄権しろ？
91748.jpg	ほら、あいつ…
91749.jpg	あいつらの前でカッコ悪いとこ見せられねーし…
9175.jpg	そっかよし！
91750.jpg	ねぼけてんのかよ、おまえ？
91751.jpg	…ひょっとして…
91753.jpg	…だめだこりゃ…
91754.jpg	そして何よりも…
91755.jpg	ご命令を頂ければただちに…
91756.jpg	やつらはほかの人ともあたるんだ！
91758.jpg	戦うのがオレだけならいいけど……
9176.jpg	あおはよ有紗ちゃん
91760.jpg	怪人？あのバヌエルって人？
91761.jpg	なるほど…恐れ入りました。
91762.jpg	とにかくもうここまで来ちゃったらどーしよーもないわよ。
91765.jpg	考えすぎよぉ。
91768.jpg	地球人とはそういう性質の生き物らしい…
91769.jpg	ケンち、そーいうの得意でしょ？
9177.jpg	あいつとおまえは全然ちがうからな
91771.jpg	オデにはむずかしくてわかんねえ。
91772.jpg	しかし…バヌエル様…
91773.jpg	フ…
91775.jpg	まあ待て…
91777.jpg	"""戦に勝つにはまず敵を知れ""ということだ。"
91778.jpg	いや、“だから”じゃなくて……
91779.jpg	怪人なら倒しちゃえばいいじゃん。
9178.jpg	でもしんちゃんと一日デートできたし
91782.jpg	あいつがヤバクなったら…
91783.jpg	ちょっとケンち……
91784.jpg	ケンジさんがあんなに真剣になるなんて…
91785.jpg	超ヒーロー企画所属……
91786.jpg	機甲特捜バルゼリオン!!
91789.jpg	オレは助けに入る！
9179.jpg	ここで
91791.jpg	そんなことしたら失格よ！
91793.jpg	それもそうね……
91794.jpg	さあ、一回戦の選手の入場です！
91795.jpg	珍しいですね……
91796.jpg	ひょっとしてホントにヤバいのかしら……
91797.jpg	足手まといでしかなかったけど…
91798.jpg	広沢はバカだけど…
91799.jpg	そしたらあんた…
918.jpg	ザッ
9180.jpg	らぶらぶ大作戦パート３は成功かな？
91800.jpg	ちょっと何言ってんの！
91801.jpg	主審は山本こたつ…
91802.jpg	そうねまなぶ。
91803.jpg	みてろよケンジ…
91804.jpg	さあ…聞いたことありませんね…
91805.jpg	バルゼリオーン！
91806.jpg	さあ、いよいよコングです！
91807.jpg	慎重にいけ！
91808.jpg	まったく心配性だなあいつは…
91809.jpg	先走るな！
91810.jpg	バヌエル選手!!
91811.jpg	気楽なもんだよ、観客も広沢も…
91813.jpg	5秒でカタをつけてやるぜ…！
91814.jpg	おう！
91815.jpg	すこい声援てす！
91816.jpg	広沢！
91817.jpg	相手の出方をよく見るんだ！
91818.jpg	シグマード軍所属…
91819.jpg	バルゼリオンだよママー！
9182.jpg	なっデートって･･･おまえなー
91820.jpg	人の気も知らないで…
91821.jpg	さすがバルゼリオン…
91822.jpg	両選手試合ステージに登りました！
91823.jpg	…シグマード軍というのはどういう事務所なんでしょうね。
91824.jpg	ばっ…
91825.jpg	おかしいな…
91826.jpg	バルパンチ!!
91827.jpg	おーっと！
91828.jpg	何だよこれ…
91829.jpg	おい…
9183.jpg	気づいてたんだしんちゃん･･････
91830.jpg	バルゼリオンいきなりで出ていった!!
91831.jpg	広沢アアアアアアア!!
91832.jpg	ルカ様本当によろしいのですか！？
91833.jpg	来たのね…
91835.jpg	いちいちうるさい奴だな
91836.jpg	このオレが決めたんだそんなこと構うもんか
91837.jpg	やっと…
91839.jpg	イヤなら帰っていいぞ、ナビ！
9184.jpg	にへへっ
91841.jpg	あなたに逢える刻を…
91842.jpg	悪魔ルカ
91843.jpg	待っていたのよ...
91844.jpg	ずっと…
91845.jpg	ルカ
91846.jpg	我が学園のために
91847.jpg	愛天使ハニエル
91848.jpg	私は…
9185.jpg	ここは昔と全然かわらねえなあ
91850.jpg	おそうじ係になって？
91851.jpg	どうかお願い
91852.jpg	はっ
91853.jpg	一体あいつはなんなんだ！？
91854.jpg	そ そうですな！それがよろしいです
91855.jpg	あなたの力が必要なの
91857.jpg	なんだお前は！？
91859.jpg	今の内に断った方がー…
91860.jpg	"""できない""……だと？"
91862.jpg	そんなもん当然断る！！
91863.jpg	いいいえっ
91866.jpg	私…
91868.jpg	どこまでいく気だ？
9187.jpg	ありさと
91872.jpg	できるかできないかその目でみてから決めてもらおうか！！
91874.jpg	ー次の日の放課後ー
91875.jpg	そうだな
91878.jpg	あの山のふもと…くらい？
91879.jpg	だって…
91880.jpg	？
91883.jpg	なんでこのオレがこんなー…
91885.jpg	よしじゃあ飛ぶのがダメなら乗り物にするか！？
91886.jpg	あ゛ー…疲れた…
91887.jpg	飛ぶの嫌…
91888.jpg	え…と
91889.jpg	……”おんぶ”ってなぁに…？
9189.jpg	にへへそっかー
91891.jpg	この辺…だと思うの……
91892.jpg	まぁまぁルカ様おちついてっ
91893.jpg	は？この辺って…ここで何をそうじしろっていうんだ！？
91896.jpg	なんとことしてくれンだコラァ
91897.jpg	無理…だと…？
91898.jpg	こんな凶暴な魔物を相手にするなんて無理ですぞっ
91899.jpg	！！！
919.jpg	こんな竪坑を誰も気付かなかったのか！？
9190.jpg	おまえの記憶にはないだろうけどな
91901.jpg	とにかく逃げましょうルカ様っ
91902.jpg	マ マズイ！！
91903.jpg	あ……なんだか大変…？
91904.jpg	お前なーっっそーゆーのは初めに…
91905.jpg	あんなバケモノの一匹や二匹倒せないとでも思ってるのか？
91906.jpg	まさかそうじってモンスター退治なのか！？
91907.jpg	見くびってもらっちゃ困るぜ！
91908.jpg	あれは……！
9191.jpg	同じ顔してても
91910.jpg	かの者を地獄へ墜とせ！！
91911.jpg	クーラー！！ヒーター！！
91912.jpg	出てこいっ
91915.jpg	そいつをしっかりおさえ込んどけよ！！
91917.jpg	残りもがんばって
91918.jpg	ルカ様お見事！！
91919.jpg	”魔物を自在に操る者”…
9192.jpg	にへへっ
91920.jpg	うわっ来た！
91921.jpg	それじゃ
91922.jpg	…喜んでくれた？
91924.jpg	やっぱりこの人が…
91925.jpg	まァこんなもんだろ
91927.jpg	そうね…
91928.jpg	やっと帰れるぜ…長かった…
91929.jpg	はい？
9193.jpg	あややっ
91930.jpg	試験は合格よルカ
91931.jpg	…………
91932.jpg	そうじ終了…！！
91933.jpg	さすがだわ…
91934.jpg	よし…なんとか
91935.jpg	魔物のたまり場を一晩で片づけるとはおもわなかった…
91936.jpg	今日からあなたに学園の騎士になってもらうわ
91937.jpg	おつかれさま…
91938.jpg	じゃいいわ
91939.jpg	今回は言いなりでしたけどね
9194.jpg	いいよアリサ
91940.jpg	このオレが天使ごときの言うことなんか聞けるか！！
91941.jpg	聞いてないぞっなんだよ試験って！！
91942.jpg	じょ冗談じゃない！！
91943.jpg	だって言ってないもの
91945.jpg	諦めんの早っ！！
91946.jpg	その騎士とやらをな！！
91947.jpg	本当にお前の言う通りか試してみるか？
91948.jpg	騎士だなんて絶対お断りだ！！
91949.jpg	……”できない”だと？
91952.jpg	とにかく騎士なのやってちょうだい
91953.jpg	やってやろうかって言ってるんだ
91954.jpg	……本当？
91955.jpg	もっと笑うようにすれば？
91956.jpg	ありがとう
91957.jpg	お前笑うと結構かわいいな
91958.jpg	やってくれるの……？
91960.jpg	よかった…
91963.jpg	うまくいったね…ハニエル…
91965.jpg	おはよう
91966.jpg	おはよ…
91967.jpg	ルカさまってばーっ
91968.jpg	ではお先に！
91969.jpg	そんなことよりもルカ様ーっ
91970.jpg	うまくいってないかも…
91971.jpg	オレ何か変なこと言った？
91972.jpg	さぁ？
91973.jpg	ごきげんようハニエル
91974.jpg	あ
91976.jpg	今日もいい天気ね
91978.jpg	まずはこの学園を調べるぞ
91979.jpg	ワタシタ！！
91981.jpg	気が変わった
91983.jpg	なァに……？
91984.jpg	……
91985.jpg	騎士の辞表を出したって…
91986.jpg	辞表
91987.jpg	ではこの部屋ともお別れですな
91988.jpg	よよろしいのですか！？あんなにやる気でしたのにっ
91989.jpg	騒がしいわね早くお座りなさい！
9199.jpg	どどうした？
91990.jpg	さぁ始めますよ！
91992.jpg	来られた？
91993.jpg	…迷わずに
91996.jpg	！？
91997.jpg	はじめにあなたの口から
91998.jpg	はい
91999.jpg	天使の学園というよりまるで化け屋敷だな
92.jpg	うん
920.jpg	ウインチを持ってこい！
92000.jpg	な…なんだこれは！？
92001.jpg	ではハニエル
92002.jpg	部屋を出たら廊下のはずでは！？
92003.jpg	今出て来た扉もすでに消えてますぞ！！
92005.jpg	オレはその予言の示す
92006.jpg	その予言の”騎士”がオレだとどうして言い切れる！？
92007.jpg	”大いなる災い”の方かもしれないぜ！？
92008.jpg	ー”この地に
92012.jpg	わかってくれた…？
92013.jpg	！！
92015.jpg	そうか…
92016.jpg	だめ…！
92017.jpg	あなたが必要なの…
92018.jpg	移動教室はお隣のクラスと合同だそうですよ
92019.jpg	こんな力が使えるならお前が学園を護ればいいだろ！
9202.jpg	有紗･･･
92020.jpg	災いを斬り払って…！
92021.jpg	あ！次の授業
92023.jpg	移動なの
92025.jpg	天使は相手を傷つけられない…
92028.jpg	あの人もきっと…
92029.jpg	おい！なんだその”あの人”ってのは！？
92030.jpg	力をかしてくれたら
92031.jpg	あの人！？
92032.jpg	ぞく…
92033.jpg	なかなか強そう
92034.jpg	そう秘密…！
92036.jpg	秘密よ
92038.jpg	思った通り今度は悪魔
92039.jpg	普通の生徒じゃないだろ？
9204.jpg	！？
92040.jpg	素敵ね！
92041.jpg	ああ
92042.jpg	？
92043.jpg	ずっとそばいればわかるかもね
92044.jpg	ハニエルって…あいつ一体何者なんだ？
92045.jpg	なんでも聞いて
92046.jpg	まああなたがルカ様ね…！
92047.jpg	なぁに？
92048.jpg	あぁそれはね…
92049.jpg	まだ秘密！
9205.jpg	アリサさんっ！
92051.jpg	もしや我々とんでもない所に来てしまったのでは！？
92052.jpg	聖なる騎士の役目よ
92053.jpg	オレは先にいくぞ！
92054.jpg	困るの…
92055.jpg	まさか泣いて…？
92056.jpg	捜して…
92058.jpg	騎士の契約…
92059.jpg	あのなぁ…そんなことやってる暇はないって言ってるだろ！
9206.jpg	しっかりしてください！アリサさんっ！
92060.jpg	はあ！？なんでオレが…！！
92061.jpg	はい血判
92062.jpg	お願い…
92063.jpg	！
92064.jpg	天使がひとり足りないの
92065.jpg	突然何すんだーっ！！
92066.jpg	こうなるわ…
92067.jpg	あなたも
92068.jpg	もし騎士の掟に逆らえば
92069.jpg	これは魔法の契約書よ
9207.jpg	アリサさぁん！
92070.jpg	これからが楽しみだわ…
92071.jpg	ネコちゃん……
92072.jpg	はぁまさかそんなのが効くはず…
92073.jpg	これであの子も……ねぇ？
92074.jpg	お前もついて来い！
92075.jpg	早く何とかしろよこれ！！
92076.jpg	ななんだこりゃ〜っ！？
92077.jpg	…………
92078.jpg	こらさわんな！！
92079.jpg	このままいったらマジで…！？ネコ化！？
9208.jpg	アリサ！！
92081.jpg	仕方ないさっさとその迷子捜しってのをやっつけるぞ！
92082.jpg	その頃の辞表…
92083.jpg	うん
92084.jpg	やっぱり契約しちゃったのね…
92085.jpg	まぁ…
92087.jpg	どーせだから切り刻んで灰にする前に
92088.jpg	ーなんだよ
92089.jpg	うるさいなァ…
9209.jpg	親父･･･
92090.jpg	こんなトコにノコノコやって来るなんてバカな奴
92092.jpg	そのマヌケ面を拝んでやるとするか…
92095.jpg	な何…！？
92096.jpg	うーん…
92098.jpg	早くパンをつかまえて
92099.jpg	月曜日のパンは飛びやすいの
921.jpg	クリスすぐ行くから！がんばるんだ！
9210.jpg	！
92101.jpg	ルカ
92102.jpg	あパンが…
92103.jpg	わ私じゃありません〜っ
92104.jpg	お前以外に誰がやるんだ！？
92105.jpg	！？
92106.jpg	一体何してるんだ！？教室で…
92107.jpg	朝ごはん…
92108.jpg	どーしたんですかァ？
92109.jpg	！！
9211.jpg	おいっ
92111.jpg	散歩の後は窓くらいしめておけっ！！
92113.jpg	うーん…ルカさまァ
92114.jpg	こらナビ！！
92116.jpg	おはよ…
92117.jpg	クラスメイトのリリスよ
92118.jpg	！！
92119.jpg	赤い羽…！
9212.jpg	急に どうしたんだよ！？
92120.jpg	さっさわるな！！
92125.jpg	見るからに無能そうな悪魔だな！
92126.jpg	リリちゃんはルカと同じ……
9213.jpg	アリサさんんっ
92130.jpg	このオレにそんな口のきき方をして許されると思ってるのか！？
92131.jpg	この間契約したでしょ
92133.jpg	歪んだ醜い心を…
92134.jpg	それは…
92135.jpg	それだけはかんべんしてくれーっ
92136.jpg	ーなぁハニエル考え直せよ！
92139.jpg	リリ…
9214.jpg	つくりだすことができたなら治すことだって！
92140.jpg	悪魔の本当の恐ろしさと
92141.jpg	お前はまだわかってないんだ
92144.jpg	！？
92145.jpg	ルカ…
92146.jpg	オレお前の親友になれるようにがんばるよ…
92147.jpg	愛天使の秘薬よ
92148.jpg	えい
92149.jpg	！！
9215.jpg	なっ！
92151.jpg	あぁ？
92152.jpg	何言ってんだよオレ達もう親友じゃないか…！
92153.jpg	！！
92154.jpg	ルカ…
92155.jpg	仲良くなる薬なの
92156.jpg	なぜ気付かなかったんだろう…
92157.jpg	ああ本当だな…
92158.jpg	効果ばっちり
92159.jpg	どどどーなってるんですか〜っっ！？
92160.jpg	ごくん！？
92161.jpg	秘薬…！？
92162.jpg	ここらお前っルカ様に何を飲ませたのだ！？
92164.jpg	なんだ？別になんともな…
92165.jpg	泣いちゃった……
92166.jpg	ルカ
92167.jpg	熱ィーーーッ！！！聖水！？
92168.jpg	ちがう…
92169.jpg	ああもちろん！！
9217.jpg	どういうことだ！
92171.jpg	サンキュルカ！！お礼にこの特別な聖水で清めてやるよ！！
92172.jpg	戻っちゃった…
92174.jpg	リリスをつれ戻して
92175.jpg	しないからつれ戻して
92177.jpg	礼なんていいよオレとお前の仲だろ…
92178.jpg	って……
92179.jpg	悪魔にさわられたーっ！！
92180.jpg	そいつを追い出すまで戻らないからなっ！！
92181.jpg	お前の頼みごとは何か裏がありそうで信用ならないな…
92182.jpg	なんだと！？
92183.jpg	また変な薬でどうにかしようってのか！？
92185.jpg	本当にあの堕天使をつれ戻しにいかれるおつもりですか！？
92186.jpg	見くびるなよあんなの大したことないぜ
92187.jpg	ルカ様ーっ！！
92188.jpg	奴は危険ですぞっ
92189.jpg	それにどんな形でもとにかくつれ戻せばいいんだろう？
9219.jpg	どういうことだ！？
92190.jpg	リリスは自分で白い羽を捨てたの…
92193.jpg	ルカ様…！？
92195.jpg	ルカ狩られないように気をつけてね…
92197.jpg	ルカが行ってくれたのか…
92198.jpg	はい確かにこの奥に奴の気配が続いております
92199.jpg	ルカを一人で行かせていいのかい？
922.jpg	はあはあ
9220.jpg	なんとかしてやれるんだろ･･･？
92201.jpg	フ…
92203.jpg	だけどハニエル…
92205.jpg	ー彼らが消えて本当に困るのは
92206.jpg	どうだナビ？
92208.jpg	学園ではなく”　”なんだけどね…
92209.jpg	ハニエル…君もついていって二人が仲良くするように見てきてくれる？
9221.jpg	無理だな･･････
92210.jpg	そうか…
92211.jpg	この光る石どこかで見たことがありますな…
92212.jpg	ぴかぴか……
92213.jpg	よかった…まだケンカしてない
92215.jpg	どうやら害はないらしいな…
92216.jpg	キレイ…
92217.jpg	おほしさまみたい…
92218.jpg	なんだこれは…！？
92219.jpg	はいっ
9222.jpg	どうしてですか！？
92222.jpg	よし追うぞ
92223.jpg	ルカ…！
92224.jpg	早くーっ
92226.jpg	ハハハ
92227.jpg	そういうことはもっと早く思い出せーっ！！
92228.jpg	”魔を貫く星屑”ですっっ
92229.jpg	うわッ！！
9223.jpg	限界がきたようだ
92230.jpg	ここまで来りゃ安心だろ…
92231.jpg	キャハハハ
92232.jpg	キャハハ
92233.jpg	ルカ様こっち！！
92234.jpg	くそーっリリスか！！
92235.jpg	ーこの学園に
92236.jpg	悪魔はいらないって言ったろ！！
92237.jpg	フン
92238.jpg	オレが直々に狩ってやるよ！ありがたく思いなっ
92239.jpg	安心するにはまだ早いんじゃねーの？
92240.jpg	お前は石なんか使わずに
92241.jpg	さあ一気に…
92242.jpg	ルカ様！！
92243.jpg	ー誰が誰を狩るって…？
92244.jpg	このオレがそう簡単に
92246.jpg	ケンカはじめちゃった
92247.jpg	ご希望なら指一本で泣かせてやろうか？
92248.jpg	うッ…うるさい！！
92249.jpg	悪魔にさわれもしないやつに！！
9225.jpg	！
92250.jpg	やられる訳ないだろ！！
92251.jpg	やっぱりな思った通りか…
92252.jpg	ややめろっ！！さわるなっ
92253.jpg	そうだ…！
92254.jpg	じゃなきゃおとなしく斬られるんだな！
92257.jpg	魔法のお花…
92258.jpg	降参だと！？誰がするかっ！！
92259.jpg	ぴこっ
9226.jpg	このクローン体はたったの４年で行ったのだ負担が大きすぎた･･････
92261.jpg	これがあればきっと大丈夫…
92262.jpg	ぴこっ
92264.jpg	ーその頃ルカ達は……
92265.jpg	ーって……
92266.jpg	勝手なこといってんじゃねぇっ
92269.jpg	あった…
92272.jpg	有無も言わさず！？
92273.jpg	契約書の持ち主が死の危険にさらされると
92277.jpg	どういうことだ！？またハニエルのしわざか！？
92278.jpg	だめ…！
92279.jpg	こうなったらリリスに制裁を加えるのは後回しだ！！
9228.jpg	彼女が･･･
92281.jpg	いいえっあの天使は近くにおりません
92282.jpg	聞いたことがあるぞ
92284.jpg	ルカ様っ早くあの娘を助けねばっ
92285.jpg	そういえば…
92286.jpg	今回はしっぽまで来てます！！
92287.jpg	このお花必要なの…
92288.jpg	はいっ承知しました！！
9229.jpg	自分で選んだことなのだ
92290.jpg	だからダメッ！！
92292.jpg	ルカ…
92293.jpg	リリス…！！
92294.jpg	間に合ったみたいだな
92295.jpg	訳ノワカランコトヲヌカスナ！！
92296.jpg	仲良しにするのに必要なの
92297.jpg	遊んでんじゃねーっ！！
92299.jpg	ハニエルなんでこんな危ないトコに来てたんだよ
9230.jpg	あんたの研究で
92301.jpg	な何言ってんだよ！
92303.jpg	オレ達今のままで十分仲いいぜ！！
92306.jpg	ネコちゃん
92307.jpg	あたまぐりぐりイヤ〜
92308.jpg	ーにしても今回マジでアセったぜ
9231.jpg	なに･･･！？
92310.jpg	たぶん死ぬまで離れられないの
92312.jpg	そっそうそう！！
92313.jpg	遊んでないで早く戻せよネコ耳！！
92314.jpg	いまいましい騎士の紋章…
92315.jpg	チッ
92316.jpg	ぽろっ…
92318.jpg	ほらこんなに仲いいぜっ
9232.jpg	本来１６年かけてするはずの成長を
92320.jpg	やってみろよ
92321.jpg	こいつをなんとかするには…
92323.jpg	ああもちろん…
92324.jpg	うるさい！！本気で…斬るぞっ
92325.jpg	ケンカしない？
92327.jpg	さわるなって言ってんだろこの悪魔ー！！
92328.jpg	！！
92329.jpg	ルカ様!!
92330.jpg	ホントに仲良し？
92331.jpg	ホント？
92333.jpg	また教室で朝食くってんのか！？
92334.jpg	卵をのっけるとおいしいの
92335.jpg	後は機をうかがうだけか…
92337.jpg	よし揃ったな
92338.jpg	今日はハンバーグ
92339.jpg	おはよ…
9234.jpg	どうしてだよアリサ！？
92340.jpg	ルカ
92341.jpg	トロトロまろやか…
92343.jpg	なんだこれ…？
92344.jpg	卵の中から紙が…
92345.jpg	我々がお手伝いします！
92346.jpg	あそれ…
92347.jpg	学園内の森でたくさんの生徒が行方不明になってるみたい…
9235.jpg	私にとっての゛ホンモノ゛だから･･････
92350.jpg	ほーめんどくせえなー
92351.jpg	それをオレ達に捜せってのか？
92352.jpg	生徒達がお願いしますって…
92353.jpg	バーカ何言ってるんだよ
92355.jpg	みんな知らずに入っちゃったの
92356.jpg	ルカ達も消えちゃったら困る…
92357.jpg	そんな森ごときにこのオレがやられるわけないだろう？
92358.jpg	たまたまこっちに来たみたい
92359.jpg	安心しろハニエル
92360.jpg	みんなを早く見つけにいかなきゃだけど…
92361.jpg	オレは絶対消えないから…
92362.jpg	やはりあの娘が持ち歩いているようです
92364.jpg	フツウだけど危ないの…
92365.jpg	例の森でなんとかしろ
92366.jpg	承知しました！みんなにも伝えます！！
92367.jpg	おいケンカうってんのかルカ！？
92368.jpg	あのまま無理矢理うばってしまった方がよろしかったですかな？
92369.jpg	近付いて検索した時に契約書の強い気配を感じました！！
9237.jpg	彼女は゛沢渡アリサ゛のままで
92370.jpg	は？何がだよ？
92371.jpg	おいさぼるなよっ
92372.jpg	なんなんだよこの魔物の山は！？
92373.jpg	どうだ？
92374.jpg	ハイッ
92375.jpg	何ってオレの使い魔達だぜ
92376.jpg	じゃあ後でな
92377.jpg	いやかまわん
9238.jpg	なんで･･････
92380.jpg	とぼけるんじゃねぇ！！
92381.jpg	ああ…わかってる
92382.jpg	まずはあの紅い羽の子を引きはなしましょ
92383.jpg	OK!!
92384.jpg	フフフ…びっくりした？
92385.jpg	どうする？
92386.jpg	お手伝いしてくれるって
92387.jpg	加湿器ちゃん出番よっ
92388.jpg	何か文句あるか？
92389.jpg	どうする？
9239.jpg	にへへ忘れたく･･････なかったんだもん
92390.jpg	霧…？
92391.jpg	なんのつもりだお前ら！？
92392.jpg	ちょっと足止めさせてもらうねっ
92393.jpg	そうだねそれがいいね
92394.jpg	そーゆーこと！
92396.jpg	やっと霧が晴れてきた…
92398.jpg	あぁ
92399.jpg	！？
924.jpg	なんてこった！？
92402.jpg	ずい分手荒な足止めだな！
92403.jpg	クラエ！！
92404.jpg	あれ？リリス？
92405.jpg	ルカ…大変…
92406.jpg	誰もいなくなってる…！
92407.jpg	もう会えなかったら…
92408.jpg	みんないなくなっちゃった…
9241.jpg	アリサ･･････！
92410.jpg	森に隠されてしまったのかも…
92411.jpg	まァそう心配するなって
92412.jpg	でも…
92413.jpg	どうしよう…
92414.jpg	ただの迷子じゃなくて
92415.jpg	大丈夫だろはぐれてその辺にいるだけなんじゃないのか？
92416.jpg	もしも
92418.jpg	誰かがいなくなるのは嫌…
92419.jpg	ーさてとここからどうやって契約書を奪いとるかだな……
9242.jpg	失くしたくなかったんだもん･･････
92420.jpg	へえ…珍しいなこんなに落ち込むなんて…
92421.jpg	これは私が幼い時に
92422.jpg	ムリヤリってのが一番か……！？
92423.jpg	怖いものだと？なんだよ急に
92425.jpg	言われたってまた”あの人”ってのに言われたのか？
92426.jpg	とりあえずは……
92427.jpg	うーんこいつ話してもきかなそうだしなァ
92428.jpg	ルカは怖いものある？
92429.jpg	ねぇルカ
9243.jpg	しんちゃんのこと･･････みんなのこと･･････
92431.jpg	学園を創ったおじいちゃんから聞いたの…
92432.jpg	は！？ななんだ！？
92435.jpg	ここには色々な不思議がつまってる
92436.jpg	たくさんの不思議な仕掛けを創ってくれたの…
92437.jpg	それじゃあこの森も
92438.jpg	広い広い学園の中に
92439.jpg	私がここからずっと出られなくてもさびしくないように
9244.jpg	あ当たりまえだろ忘れられるかよ
92440.jpg	おじいちゃんは
92441.jpg	魔法花の花園…
92442.jpg	迷宮の校舎…
92444.jpg	そのじいさんが創り出したっていうのか！？
92445.jpg	たくさんの動く森…
92446.jpg	見えない泉と
92447.jpg	これからも出ることはない…
92448.jpg	どこかで聞いたことがあるわ…
92449.jpg	折れた羽だもの…
9245.jpg	しんちゃんの記憶の隅っこにね
92450.jpg	みんなどこにいっちゃったの？
92452.jpg	そして
92453.jpg	まっくらだね…
92454.jpg	ここどこ？
92455.jpg	！！
92456.jpg	ウン…
92457.jpg	そのための
92458.jpg	これ…なんの音！？
9246.jpg	おまえみたいなヘンなやつのこと！
92460.jpg	これ…ゴミシュウシュウシャの……
92461.jpg	……！！
92462.jpg	ナカナカイイダロウ
92463.jpg	出口はどこ！？
92464.jpg	イタイカ？クルシイカ……？
92465.jpg	ルカ様助けてーっ！！
92466.jpg	わかった…！
92467.jpg	追いつかれちゃう…！！
92468.jpg	この声…まさ…か…
92469.jpg	ハハハハハハ！
92470.jpg	うんっ
92471.jpg	逃げよう！！
92472.jpg	なんだここは…？
92474.jpg	おい！
92475.jpg	ここから出せっ！！
92476.jpg	！！
92479.jpg	オマエノ体ノ奥底ニ
9248.jpg	おいっ
92480.jpg	やめろ！！
92481.jpg	いやだはなせっ…
92483.jpg	オレにさわるなっ…！！
92484.jpg	さわるな…
92485.jpg	サア最後ノ一人ハドウ遊ボウカ？
92487.jpg	面白ソウダロウ？
92488.jpg	呪イヲ植エツケテヤルヨ
92489.jpg	あれからアイツだまったままだな……
9249.jpg	ちょこっとでも残ってるとうれしいなあ･･････私のこと
92490.jpg	折れた羽だもの…
92491.jpg	ーいやオレには関係ないね！
92492.jpg	そのための
92493.jpg	ああっルカ様
92494.jpg	…………
92495.jpg	ルカ様ぁっ
92496.jpg	ルカどこからか声がする…
92497.jpg	こんなトコに扉あったか？
92498.jpg	クーラーヒーター！！
92499.jpg	飛べない羽…
925.jpg	照明弾が暴発した！
9250.jpg	大好きだよ･･････
92500.jpg	それよりこの声はあいつらの…！
92501.jpg	助けてぇーっ
92502.jpg	誰かーっ………！！
92504.jpg	折れた羽…
92505.jpg	来てくれたんですねっ
92506.jpg	飛べないようにされた…ってことか？
92507.jpg	ホントに捕まってたのか
92508.jpg	そんなことより契約書を…
92509.jpg	何やってるんだまったくもう…
9251.jpg	･･････しんちゃん
92510.jpg	！！
92511.jpg	早くつかまれ
92512.jpg	二名様ゴアンナーイ
92513.jpg	うわっ
92514.jpg	ルカ様……
92515.jpg	マズイ！！こいつらー…
92517.jpg	助けてください〜
92518.jpg	外から引っぱってもらわないと出られないのっ
92519.jpg	ウマク釣レタワ…
9252.jpg	！
92520.jpg	その頃のナビさん
92521.jpg	！！
92522.jpg	ってー！！ちくしょーワナかよっ
92524.jpg	よく来たねハニエル…
92525.jpg	ーそしてルカとハニエルもとうとう森の内側へ
92526.jpg	そこに二人を待つものは……？
92527.jpg	だってあなたは…
92528.jpg	……どうして
92530.jpg	君に伝えなければならないことがあるんだ
92532.jpg	大切な話なんだよく聞いて
92533.jpg	ここにいるの…？
92534.jpg	ジョフィエル…！！
92535.jpg	お前がさっきから話しているのは
92536.jpg	！！
92538.jpg	おおいっどうしたんだよハニエルッ！？
92539.jpg	そんなの……そんなのいやっ……
92540.jpg	い…いやつ…………
92541.jpg	わかっているね？
92542.jpg	君はもう…
92543.jpg	何言ってるんだよ
92544.jpg	お願い…やめて……
92545.jpg	なんでもするから
92546.jpg	いや…やなのっ…
92547.jpg	仕方ないな…
92548.jpg	恐レルモノガナイ！？
92550.jpg	ただの樹だろ！？
92551.jpg	爆発！？ナナンテ危険ナッ…
92553.jpg	ナ……何！？
92554.jpg	コノ少年モソロソロ幻覚ガ見エテクルハズ…
92559.jpg	キャアアアーコノ子怖イーッ！！
9256.jpg	なぁ沢渡･･･
92560.jpg	さっさとやるか！
92562.jpg	うぜェ！！消えろ！！
92564.jpg	キィ〜
92565.jpg	何か小っこいのが騒いでる…？
92566.jpg	ルカ…？
92567.jpg	ハニエル
92568.jpg	ーさてと
9257.jpg	俺達の研究には大きなものが欠けていたようだ･･････
92570.jpg	こんな所さっさと出るぞ
92571.jpg	炎の球よ…
92572.jpg	こんな作りものの世界をぶち破るくらい楽勝だけどなっ
92573.jpg	なんだよまた何か見えるのか！？
92574.jpg	言っただろ
92575.jpg	ーって
92576.jpg	オレは消えないって
92577.jpg	ちがう…
92578.jpg	まこのオレの力をもってすれば
92579.jpg	おい聞いてんのかハニエル…
9258.jpg	アリサーーーーーっ
92580.jpg	え？
92582.jpg	キャアア
92583.jpg	あっ
92584.jpg	ルカが消えないでいてくれたのが
92585.jpg	みんなみつけた…
92586.jpg	お前らッ
92587.jpg	助けてェェ
92588.jpg	ルカ様あっ
92590.jpg	うわああああッ
92591.jpg	ちょっと待て
92592.jpg	私……ルカになら…
